h_type,date,adress,loc,num_floor,unit_per_floor,price,age,statuse,view,doc_status,north,south,west,east,floor,area,num_sleep,telephone,kitchen,service,floor_covering,open,parking,warehouse,balcony,equipment,Document_type,Propertyـstatus
آپارتمان,1404/02/02,بنی هاشم خ پرتوی,4,4,1,"7,920,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,0,0,0,1,72,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/01,فرجام خ عبادی,4,4,3,"3,600,000,000 تومان",22,اجاره,سنگ,شخصي,0,0,0,1,3,50,1,1,فلزي,ايرانی,سراميک,1,0,1,0,شوفاژ_کولر_فن کوئر,شخصي,اجاره
آپارتمان,1404/01/28,تهرانپارس خ 222غربی,4,5,3,"9,400,000,000 تومان",16,تخلیه,گرانيت,شخصي,1,0,0,0,5,71,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/10,سراج سروش,4,6,4,"6,560,000,000 تومان",7,مسکونی,سنگ,شخصي,1,0,0,0,3,82,2,0,MDF,ايراني فرنگي,سراميک,1,1,1,0,کولر_آسانسور_پکیج,شخصي,مسکونی
آپارتمان,1404/02/10,تهرانپارس خ 196غربی,4,4,3,"5,200,000,000 تومان",24,مسکونی,سنگ,شخصي,0,1,0,1,4,70,2,1,MDF,ايرانی,سراميک,1,0,1,0,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/10,اتوبان بابایی شهرك شهپریان,4,12,10,"9,000,000,000 تومان",7,اجاره,سنگ,تعاوني,1,0,0,0,11,98,2,1,هایگلاس,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,تعاوني,اجاره
آپارتمان,1404/02/03,هروی حسین آباد,4,11,6,"22,230,000,000 تومان",2,تخلیه,سنگ,شخصي,0,1,0,0,5,117,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/10,بنی هاشم خ رحیمی كلور,4,5,2,"12,500,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,4,100,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,خواجه عبدالله نرسیده به ك پنجم,4,5,2,"21,000,000,000 تومان",12,تخلیه,سنگ,شخصي,0,1,0,0,1,155,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,شمس اباد خ لاهیجانی,4,5,4,"10,900,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,0,0,0,3,95,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,هنگام شمیران نو,4,4,1,"4,500,000,000 تومان",13,اجاره,سنگ,قولنامه اي,1,0,0,0,3,90,2,1,MDF,ايرانی,سراميک,1,0,0,0,کولر_گاز,قولنامه اي,اجاره
آپارتمان,1404/01/28,تهرانپارس خ استخر خ فراهانی,4,3,1,"4,200,000,000 تومان",15,مسکونی,سنگ,قولنامه اي,1,0,0,0,2,80,1,1,MDF,ايرانی,سنگ,1,0,1,1,کولر_گاز,قولنامه اي,مسکونی
آپارتمان,1404/02/06,هروی خ شقاقی,4,5,4,"25,000,000,000 تومان",8,مسکونی,سنگ,شخصي,1,0,0,0,همكف,167,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/02/02,هنگام شمیران نو,4,4,2,"3,700,000,000 تومان",30,تخلیه,سنگ,قولنامه اي,1,0,0,0,1,65,1,1,MDF,ايرانی,سراميک,1,0,0,0,شوفاژ_کولر_گاز,قولنامه اي,تخلیه
آپارتمان,1404/02/07,تهرانپارس بلوار پروین خ واثقی,4,4,2,"6,200,000,000 تومان",23,تخلیه,سنگ,شخصي,1,0,0,0,2,73,2,1,فلزي,ايراني فرنگي,سراميک,1,1,1,1,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/06,دلاوران تكاوران جنوبی,4,4,1,"5,500,000,000 تومان",13,مسکونی,سنگ,شخصي,0,1,0,0,4,92,2,1,MDF,ايرانی,سراميک,1,1,1,1,شوفاژ_کولر_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/01/31,جشنواره خ زارع,4,4,1,"4,900,000,000 تومان",15,مسکونی,سنگ,شخصي,1,0,0,0,4,75,2,1,MDF,ايرانی,موکت,1,0,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/01/30,هروی خ آزادی,4,4,1,"16,500,000,000 تومان",30,3,تخلیه,سنگ,0,1,0,0,4,95,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,آسانسور_پکیج,شخصي,تخلیه
آپارتمان,1404/02/08,تهران پارس خ بهار بین 109و111,4,4,1,"16,000,000,000 تومان",24,مسکونی,سنگ,شخصي,0,1,0,0,1,140,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,فرجام غربی خ حیدرخانی,4,3,2,"5,200,000,000 تومان",30,اجاره,آجر,شخصي,0,1,0,0,1,60,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/02/02,تهرانپارس بلوار پروین خ 212,4,4,2,"4,800,000,000 تومان",18,مسکونی,سنگ,شخصي,1,0,0,0,1,75,2,1,MDF,ايرانی,پارکت,1,0,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/01/30,بنی هاشم خ پرتوی خ اتحاد,4,4,2,"5,500,000,000 تومان",9,اجاره,سنگ,شخصي,0,0,0,1,1,58,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,اجاره
آپارتمان,1404/01/31,تهرانپارس فلكه 4 خ 216 غربی,4,5,2,"12,200,000,000 تومان",15,مسکونی,سنگ,شخصي,0,1,0,0,1,93,2,1,هایگلاس,ايراني فرنگي,سنگ,0,1,1,1,شوفاژ_آسانسور,شخصي,مسکونی
آپارتمان,1404/02/01,حكیمیه بلوار ساحل,4,5,2,"11,500,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,0,0,0,4,140,3,1,هایگلاس,ايراني فرنگي,سراميک,1,1,1,0,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/01,فرجام خ حیدرخانی,4,4,1,"13,000,000,000 تومان",71,6,30,تخلیه,0,1,0,0,كلی,222,5,4,MDF,ايرانی,سراميک,1,0,1,1,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/03,هروی نرسیده به خ گلزار,4,4,3,"18,900,000,000 تومان",10,تخلیه,سنگ,شخصي,1,0,0,0,4,105,2,1,MDF,ايراني فرنگي,سنگ,1,1,0,0,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,تهرانپارس بین باقری و ایزدپناه,4,5,3,"7,300,000,000 تومان",16,مسکونی,سنگ,شخصي,1,0,0,0,4,85,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/01/31,تهران پارس فلكه 1 خ بهار,4,5,3,"11,760,000,000 تومان",4,مسکونی,سنگ,شخصي,0,1,0,0,3,98,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,تهران پارس خ 160 غربی,4,5,1,"20,640,000,000 تومان",17,مسکونی,سنگ,شخصي,0,1,0,0,1,172,3,1,MDF,ايراني فرنگي,سنگ,1,1,1,0,شوفاژ_کولر_آسانسور_حیاط_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,فرجام خ احدزاده بن بست محمدی,4,4,2,"12,000,000,000 تومان",12,مسکونی,سنگ,شخصي,0,1,0,0,1,101,2,1,MDF,ايرانی,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,تهرانپارس خ 202,4,5,1,"32,300,000,000 تومان",نوساز,مسکونی,رومالین,شخصي,1,0,0,0,3,170,3,1,نيمه مبله,ايراني فرنگي,سنگ,1,1,1,1,فن کوئر_آسانسور_پاسیو_پکیج,شخصي,مسکونی
آپارتمان,1404/02/06,تهرانپارس خ 164 غربی,4,4,1,"17,000,000,000 تومان",15,تخلیه,سنگ,شخصي,0,1,0,0,3,141,3,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/01/31,تهرانپارس ك 182 غربی,4,5,3,"9,000,000,000 تومان",14,مسکونی,سنگ,شخصي,1,0,0,0,1,81,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/10,تهرانپارس فلكه سوم خ 186,4,4,2,"7,500,000,000 تومان",23,مسکونی,سنگ,شخصي,0,1,0,0,4,110,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/11,سراج والاییان شمالی,4,4,2,"4,500,000,000 تومان",20,مسکونی,سنگ,شخصي,1,0,0,0,3,72,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/01/31,فرجام غربی خ عبادی,4,5,1,"11,220,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,1,4,102,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,هنگام بالاتراز فرجام,4,4,2,"5,400,000,000 تومان",18,مسکونی,سنگ,شخصي,0,1,0,0,2,65,2,1,MDF,ايرانی,سراميک,1,0,1,0,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,تهرانپارس بلوار پروین خ 182,4,5,4,"5,500,000,000 تومان",10,تخلیه,تراورتن,شخصي,1,0,0,0,1,54,1,1,هایگلاس,ايرانی,سراميک,1,1,1,1,کولر_آسانسور_حیاط خلوت_پکیج,شخصي,تخلیه
آپارتمان,1404/01/28,فرجام نرسیده به چهارراه حیدرخانی,4,4,2,"6,500,000,000 تومان",11,مسکونی,سنگ,شخصي,1,1,0,0,2,60,1,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,سراج نرسیده به ك بیات,4,4,1,"6,400,000,000 تومان",18,تخلیه,سنگ,شخصي,1,0,0,0,3,82,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/06,قنات كوثر نررسیده به ك دوم مركزی,4,4,2,"5,250,000,000 تومان",22,مسکونی,آجر سه سانت,شخصي,0,1,0,0,4,75,2,,MDF,ايراني فرنگي,سنگ,1,0,1,0,شوفاژ_کولر,شخصي,مسکونی
آپارتمان,1404/02/02,هروی حسین آباد خ مژده,4,5,3,"20,625,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,0,0,0,1,125,3,1,دلخواه,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/01/31,میدان رسالت خ طرقی,4,4,2,"7,200,000,000 تومان",15,مسکونی,سنگ,شخصي,0,1,0,0,2,70,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,0,شوفاژ_کولر_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/10,تهرانپارس خ 204غربی,4,5,2,"5,800,000,000 تومان",20,تخلیه,سنگ,شخصي,1,0,0,0,2,58,1,1,MDF,ايرانی,پارکت,1,0,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/03,تهرانپارس خ استخر,4,3,1,"1,490,000,000 تومان",19,تخلیه,سنگ,قولنامه اي,0,1,0,0,زیرهمكف,45,1,1,MDF,ايرانی,موزائيک,1,0,1,0,کولر_گاز,قولنامه اي,تخلیه
آپارتمان,1404/02/01,جشنواره خ احسان,4,7,7,"4,400,000,000 تومان",6,اجاره,سنگ,تعاوني,0,1,0,0,3,72,1,0,MDF,ايراني فرنگي,سراميک,1,1,1,0,آسانسور_پکیج,تعاوني,اجاره
آپارتمان,1404/02/01,حكیمیه بلوار فجر,4,6,2,"9,200,000,000 تومان",6,تخلیه,سنگ,شخصي,0,1,0,0,4,107,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,تهرانپارس شرقی بلوار پروین ك امین زاده,4,4,3,"3,550,000,000 تومان",22,تخلیه,سنگ,شخصي,0,1,0,0,همكف,50,1,1,MDF,ايرانی,سنگ,1,0,1,0,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/01,اتوبان بابایی شهرك شهید بهشتی,4,20,4,"9,000,000,000 تومان",4,اجاره,سيمان,تعاوني,1,0,0,0,6,100,2,0,هایگلاس,ايراني فرنگي,سراميک,1,1,1,1,فن کوئر,تعاوني,اجاره
آپارتمان,1404/01/30,تهرانپارس بلوار پروین خ 196شرقی,4,4,2,"4,500,000,000 تومان",30,تخلیه,سنگ,شخصي,1,0,0,0,3,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/07,قنات كوثر ك یكم,4,6,2,"7,750,000,000 تومان",17,تخلیه,سنگ,شخصي,1,1,0,0,1,96,2,1,هایگلاس,ايرانی,سراميک,1,1,1,1,کولر_آسانسور_پکیج,شخصي,تخلیه
آپارتمان,1404/02/01,تهرانپارس خ 122,4,3,2,"5,700,000,000 تومان",22,مسکونی,سنگ,شخصي,0,1,0,0,1,60,1,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,حكیمیه بلوار بهار,4,9,4,"4,140,000,000 تومان",13,اجاره,سيمان,دردست اقدام,1,0,0,0,5,69,1,1,MDF,ايرانی,سراميک,1,1,1,1,کولر_آسانسور_پکیج,دردست اقدام,اجاره
آپارتمان,1404/01/28,هروی خ وفامنش,4,5,4,"25,000,000,000 تومان",17,مسکونی,سنگ,شخصي,1,0,0,0,1,165,3,1,MDF,ايراني فرنگي,پارکت,1,1,0,1,کولر_آسانسور_پکیج,شخصي,مسکونی
آپارتمان,1404/02/09,اتوبان بابایی شهرك بهشتی,4,4,6,"8,000,000,000 تومان",18,اجاره,سنگ,تعاوني,1,1,0,0,2,75,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,تعاوني,اجاره
آپارتمان,1404/02/07,تهرانپارس خ بهار,4,4,2,"4,200,000,000 تومان",30,اجاره,سنگ,شخصي,0,1,0,0,زیرهمكف,45,1,0,MDF,ايراني فرنگي,سراميک,0,0,1,0,شوفاژ_کولر,شخصي,اجاره
آپارتمان,1404/02/01,هروی میدان عقیلی ك مازندرانی,4,4,1,"27,500,000,000 تومان",16,مسکونی,سنگ,شخصي,1,0,0,0,1,158,2,ابری,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/06,شمس اباد میدان ملت,4,2,1,"18,000,000,000 تومان",20,مسکونی,سنگ,شخصي,1,0,0,0,1,105,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر,شخصي,مسکونی
آپارتمان,1404/02/07,تهرانپارس خ بهار,4,5,2,"17,500,000,000 تومان",19,مسکونی,سنگ,شخصي,0,1,0,0,4,150,3,1,MDF,ايراني فرنگي,پارکت,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/09,حكیمیه فاز 1 خ گلریز,4,5,2,"12,000,000,000 تومان",3,تخلیه,سنگ,شخصي,1,0,0,0,5,113,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج,شخصي,تخلیه
آپارتمان,1404/02/09,حكیمیه خانه گستر,4,4,2,"8,500,000,000 تومان",16,تخلیه,سنگ,شخصي,0,1,0,0,3,110,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,تهران پارس فلكه 1 خ امیری طائمه,4,6,2,"9,200,000,000 تومان",20,مسکونی,سنگ,شخصي,1,0,0,0,3,92,2,1,MDF,ايرانی,سنگ,1,0,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,تهرانپارس شهرك شاهد,4,4,2,"4,750,000,000 تومان",24,اجاره,سنگ,شخصي,1,0,0,0,2,53,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,شخصي,اجاره
آپارتمان,1404/02/02,تهرانپارس خ استخر,4,3,2,"14,000,000,000 تومان",13,مسکونی,سنگ,شخصي,0,1,0,0,3,148,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/01/30,تهرانپارس چهارراه شاهد,4,5,6,"8,200,000,000 تومان",5,مسکونی,سنگ,مسکوني,0,1,0,0,3,86,2,1,MDF,ايراني فرنگي,پارکت,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,مسکوني,مسکونی
آپارتمان,1404/02/09,جشنواره خ زهدی,4,3,1,"3,500,000,000 تومان",25,تخلیه,سنگ,قولنامه اي,1,0,0,0,3,65,2,0,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,قولنامه اي,تخلیه
آپارتمان,1404/01/30,سراج خ سروش,4,4,2,"5,500,000,000 تومان",20,تخلیه,سنگ,شخصي,1,0,0,0,1,50,1,1,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/07,شمس آباد خ محمدی شمالی,4,4,2,"13,500,000,000 تومان",29,اجاره,سنگ,شخصي,0,1,0,0,2,125,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/01/30,سراج گلستان,4,4,1,"6,500,000,000 تومان",12,مسکونی,سنگ,شخصي,0,1,0,0,3,84,2,1,MDF,ايرانی,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/06,مجیدیه شمالی خ استاد حسن بنا,4,4,1,"8,000,000,000 تومان",18,تخلیه,سنگ,شخصي,0,1,0,0,3,94,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,پکیج,شخصي,تخلیه
آپارتمان,1404/02/09,هنگام شمیران نو,4,5,2,"2,000,000,000 تومان",4,اجاره,سنگ,قولنامه اي,0,1,0,0,زیرهمكف,60,1,1,MDF,ايرانی,سراميک,1,1,1,0,کولر_گاز,قولنامه اي,اجاره
آپارتمان,1404/02/11,جشنواره خ درختی,4,4,2,"4,000,000,000 تومان",21,مسکونی,سنگ,شخصي,0,1,0,0,3,43,1,1,MDF,ايرانی,سراميک,1,0,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/09,شمس آباد خ منصوری,4,5,4,"7,600,000,000 تومان",18,اجاره,سنگ,شخصي,0,1,0,0,5,57,1,1,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,اجاره
آپارتمان,1404/02/03,نیروی دریایی بالاتر از ك سهند,4,5,2,"8,500,000,000 تومان",6,مسکونی,سنگ,شخصي,1,0,0,0,5,83,2,1,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/01/30,تهرانپارس خ استخر,4,5,4,"7,300,000,000 تومان",7,اجاره,سنگ,شخصي,0,0,1,1,2,76,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,اجاره
آپارتمان,1404/01/30,خواجه عبدالله نرسیده به خ 16,4,4,2,"12,000,000,000 تومان",30,مسکونی,سنگ,شخصي,1,0,0,0,همكف,97,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/09,تهرانپارس فلكه دوم,4,5,1,"14,500,000,000 تومان",8,تخلیه,سنگ,شخصي,1,0,0,0,5,114,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,تهران پارس خ بهار خ 126,4,4,2,"7,800,000,000 تومان",16,مسکونی,سنگ,شخصي,0,1,0,0,4,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,تهران پارس بلوار پروین بلوار 196 شرقی بین 131و133,4,4,2,"3,800,000,000 تومان",20,مسکونی,سنگ,شخصي,1,0,0,0,4,55,1,1,هایگلاس,ايرانی,سراميک,1,0,1,0,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/10,تهرانپارس بلوار پروین خ 188,4,5,2,"9,700,000,000 تومان",1,تخلیه,سنگ,شخصي,0,1,0,0,مختلف,97,2,1,MDF,ايراني فرنگي,سراميک,1,1,0,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,جشنواره بلوار احسان,4,4,4,"4,300,000,000 تومان",4000,24,مسکونی,سنگ,1,0,0,0,3,80,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,تهرانپارس خ استخر بوستان,4,4,2,"9,000,000,000 تومان",10,مسکونی,سنگ,شخصي,0,1,0,0,2,109,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/01/28,تهرانپارس فلكه 4 خ 222 شرقی,4,4,5,"6,500,000,000 تومان",20,مسکونی,سنگ,شخصي,1,0,0,0,2,60,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,کولر_آسانسور_پکیج,شخصي,مسکونی
آپارتمان,1404/02/06,حكیمیه شهرك والفجر,4,6,3,"10,000,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,3,82,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/03,تهران پارس بلوار پروین خ 196 خ 133,4,4,2,"6,000,000,000 تومان",23,مسکونی,سنگ,شخصي,0,1,0,0,همكف,72,2,1,MDF,ايرانی,پارکت,1,1,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,لویزان خ مباركی,4,5,2,"10,700,000,000 تومان",8,تخلیه,سنگ,شخصي,0,1,0,0,1,100,2,1,MDF,ايراني فرنگي,سراميک,1,1,0,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/01,مجیدیه شمالی خ استاد حسن بنا,4,4,2,"9,860,000,000 تومان",21,اجاره,سنگ,شخصي,0,1,0,0,دو واحد,116,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/01/31,تهرانپارس خ 144,4,6,1,"53,360,000,000 تومان",1,تخلیه,سنگ,شخصي,0,1,0,0,3,232,3,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/01/30,حكیمیه 15 متری شیرازی,4,5,4,"4,600,000,000 تومان",22,مسکونی,سنگ,شخصي,0,1,0,0,1,55,1,1,MDF,ايرانی,سراميک,1,1,1,1,آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/01/28,جشنواره خ امین,4,3,1,"4,300,000,000 تومان",22,مسکونی,سنگ,شخصي,0,1,0,0,2,50,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/10,هنگام شمیران نو خ یكم,4,3,1,"1,950,000,000 تومان",30,تخلیه,سنگ,قولنامه اي,1,0,0,0,همكف,70,1,1,MDF,ايرانی,سراميک,1,0,1,1,کولر_گاز,قولنامه اي,تخلیه
آپارتمان,1404/02/08,تهرانپارس توحید,4,4,2,"6,500,000,000 تومان",24,مسکونی,گرانيت,شخصي,0,1,0,0,2,70,2,1,MDF,ايرانی,سراميک,1,1,1,0,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/01/31,قنات كوثر خ مطهری,4,4,1,"13,000,000,000 تومان",3,تخلیه,سنگ,شخصي,1,0,0,0,4,85,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,شهید عراقی نبش گیلان شرقی,4,5,3,"25,000,000,000 تومان",8,تخلیه,سنگ,شخصي,1,1,0,0,2,140,3,1,MDF,ايرانی,سراميک,1,1,0,0,کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/01,هنگام شمیران نو میدان پاكدامن,4,6,2,"5,900,000,000 تومان",5,اجاره,سنگ,قولنامه اي,1,1,0,0,همكف,150,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,شوفاژ_کولر_پکیج_گاز,قولنامه اي,اجاره
آپارتمان,1404/02/06,شمس آباد بلوار بیژن,4,5,2,"15,000,000,000 تومان",12,مسکونی,سنگ,شخصي,1,0,0,0,5,114,2,1,MDF,ايراني فرنگي,لامنيت,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,تهرانپارس خ استخر,4,4,2,"5,700,000,000 تومان",18,تخلیه,سنگ,شخصي,1,0,0,0,1,60,1,1,MDF,ايرانی,سراميک,1,1,1,0,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/03,جشنواره خ زهدی,4,4,3,"4,300,000,000 تومان",16,اجاره,گرانيت,شخصي,1,0,0,0,3,55,1,1,MDF,ايراني فرنگي,لامنيت,1,1,1,1,شوفاژ_کولر_پکیج_گاز,شخصي,اجاره
آپارتمان,1404/02/03,فرجام خ احد زاده,4,4,1,"5,200,000,000 تومان",17,تخلیه,آجر,شخصي,0,1,0,0,2,62,2,1,MDF,ايرانی,سراميک,1,0,1,1,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,جشنواره خ احسان,4,5,2,"8,000,000,000 تومان",3,تخلیه,سنگ,شخصي,0,1,0,0,4,100,2,0,MDF,ايراني فرنگي,سراميک,0,1,1,1,کولر_آسانسور_پکیج,شخصي,تخلیه
آپارتمان,1404/02/09,جشنواره خ زهدی,4,4,2,"5,100,000,000 تومان",19,مسکونی,سنگ,شخصي,1,0,0,0,1,68,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,کولر_آسانسور_پکیج,شخصي,مسکونی
