h_type,date,adress,loc,num_floor,unit_per_floor,price,age,statuse,view,doc_status,north,south,west,east,floor,area,num_sleep,telephone,kitchen,service,floor_covering,open,parking,warehouse,balcony,equipment,Document_type,Propertyـstatus
آپارتمان,1404/02/11,فرجام غربی 15 متری عبادی,4,4,1,"14,850,000,000 تومان",2,اجاره,سنگ,اوقافي,1,0,0,0,2,135,3,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج,اوقافي,اجاره
آپارتمان,1404/01/28,بنی هاشم خ صالحی,4,3,1,"4,500,000,000 تومان",30,تخلیه,سنگ,شخصي,1,0,0,0,2,48,1,1,MDF,ايرانی,سراميک,1,0,1,0,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/01/31,تهران پارس خ استخر,4,6,2,"7,800,000,000 تومان",6,مسکونی,سنگ,شخصي,0,1,0,0,6,78,2,1,MDF,ايراني فرنگي,سراميک,1,1,0,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,لویزان خ شیان یكم,4,3,3,"18,500,000,000 تومان",780,17,اجاره,آجر سه سانت,0,1,0,0,2,110,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/02/06,تهران پارس خ استخر,4,5,3,"14,000,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,0,0,0,1,119,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,کولر_آسانسور_پاسیو_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,تهرانپارس بالاتر از سوم 212 غربی,4,5,2,"9,500,000,000 تومان",22,مسکونی,سنگ,منگوله دار,1,0,0,0,3,78,2,1,MDF,ايرانی,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور,منگوله دار,مسکونی
آپارتمان,1404/02/06,اتوبان بابایی شهرك بهشتی,4,19,10,"13,375,000,000 تومان",نوساز,مسکونی,سيمان,تعاوني,0,1,0,0,8,107,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,تعاوني,مسکونی
آپارتمان,1404/02/07,تهرانپارس خ استخر خ بختیاری,4,5,4,"6,000,000,000 تومان",7,مسکونی,سنگ,شخصي,1,0,0,0,1,65,1,0,MDF,ايرانی,سراميک,0,1,1,0,کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/10,تهرانپارس بالاتر از خ شاهد ك شیرود,4,7,12,"6,140,000,000 تومان",6,اجاره,سنگ,شخصي,0,1,0,0,4,64,1,یك,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,اجاره
آپارتمان,1404/02/10,تهرانپارس ك 210,4,4,3,"5,100,000,000 تومان",16,تخلیه,آجر,شخصي,1,0,0,0,3,62,1,,MDF,ايرانی,سراميک,1,1,1,0,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/03,اتوبان باقری نرسیده به رسالت,4,4,1,"4,000,000,000 تومان",20,اجاره,سنگ,شخصي,0,1,0,0,4,60,1,1,MDF,ايرانی,سراميک,1,0,0,0,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/01/30,لویزان شیان خ شاه رضایی,4,12,3,"12,880,000,000 تومان",19,مسکونی,ترکیبی,شخصي,1,0,0,0,3,112,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج,شخصي,مسکونی
آپارتمان,1404/02/02,هروی ساقدوش خ مظفری,4,5,3,"18,400,000,000 تومان",4,مسکونی,تراورتن,شخصي,1,0,0,0,1,115,3,1,هایگلاس,ايراني فرنگي,لامنيت,1,1,1,1,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/02/09,هنگام شمیران نو خ هژبری,4,4,1,"2,000,000,000 تومان",16,تخلیه,سنگ,قولنامه اي,0,0,0,1,همكف,35,0,1,MDF,فرنگی,سراميک,1,0,1,0,کولر_گاز,قولنامه اي,تخلیه
آپارتمان,1404/02/10,فرجام غربی میدان 47,4,6,3,"16,200,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,1,0,0,1,120,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,هنگام شمیران نو كوچه شهید نظری,4,3,3,"2,800,000,000 تومان",7,مسکونی,سنگ,قولنامه اي,1,0,0,0,همكف,60,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,قولنامه اي,مسکونی
آپارتمان,1404/02/01,حكیمیه خ شاهین جنوبی,4,4,2,"7,500,000,000 تومان",23,مسکونی,سنگ,شخصي,0,1,0,0,4,105,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/08,شمس اباد خ موسائی,4,4,2,"5,300,000,000 تومان",19,اجاره,سنگ,شخصي,1,0,0,0,1,50,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,شخصي,اجاره
آپارتمان,1404/02/09,تهرانپارس فلكه اول خ 152,4,4,3,"14,000,000,000 تومان",485,30,مسکونی,سنگ,0,1,0,0,3,130,3,1,هایگلاس,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,دلاوران تكاوران,4,5,2,"12,500,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,2,126,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/01/30,تهرانپارس ك 218,4,5,2,"11,330,000,000 تومان",نوساز,مسکونی,سنگ,شخصي,1,0,0,0,3,103,2,1,هایگلاس,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/09,قنات كوثر خ رضائیان,4,5,4,"6,300,000,000 تومان",8,تخلیه,سنگ,شخصي,0,1,0,0,3,75,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,حكیمیه بلواربهار بابائیان,4,4,1,"12,348,000,000 تومان",8,تخلیه,سنگ,شخصي,0,1,0,0,2,126,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/06,تهرانپارس خ 128غربی,4,5,1,"18,900,000,000 تومان",18,اجاره,سنگ,شخصي,1,0,0,0,5,140,3,1,هایگلاس,ايراني فرنگي,سراميک,1,1,1,0,کولر_آسانسور_پکیج_گاز,شخصي,اجاره
آپارتمان,1404/02/02,تهرانپارس خ 182 شرقی,4,5,4,"2,900,000,000 تومان",23,اجاره,سنگ,قولنامه اي,1,0,0,0,2,52,1,1,MDF,ايرانی,سراميک,1,1,1,0,کولر_آسانسور_گاز,قولنامه اي,اجاره
آپارتمان,1404/02/09,هنگام شمیران نو,4,3,1,"2,500,000,000 تومان",25,مسکونی,سيمان,قولنامه اي,0,1,0,0,1,70,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,قولنامه اي,مسکونی
آپارتمان,1404/02/03,هنگام شمیران نو خ شقایق,4,3,7,"2,300,000,000 تومان",15,مسکونی,سنگ,قولنامه اي,1,0,0,0,همكف,50,1,1,MDF,ايرانی,موزائيک,1,0,0,0,کولر_گاز,قولنامه اي,مسکونی
آپارتمان,1404/02/07,تهرانپارس خ 212,4,7,2,"5,800,000,000 تومان",21,مسکونی,سنگ,شخصي,1,0,0,0,7,67,1,1,MDF,فرنگی,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/02/01,مجیدیه شمالی 16متری اول,4,5,2,"6,200,000,000 تومان",5,مسکونی,سنگ,شخصي,1,1,0,0,5,70,2,1,MDF,ايرانی,سراميک,0,0,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,جشنواره خ اشرفی گودرزی,4,4,2,"4,700,000,000 تومان",20,اجاره,سنگ,شخصي,1,0,0,0,4,54,1,1,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_پکیج_گاز,شخصي,اجاره
آپارتمان,1404/01/31,هروی گلستان,4,5,2,"18,000,000,000 تومان",17,مسکونی,سنگ,شخصي,1,0,0,0,5,112,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/02/03,لویزان خ مباركی,4,4,1,"6,800,000,000 تومان",6,اجاره,سنگ,قولنامه اي,1,0,0,0,1,65,1,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,قولنامه اي,اجاره
آپارتمان,1404/01/28,سراج سروش,4,5,3,"9,240,000,000 تومان",3,تخلیه,کلاسيک,شخصي,1,0,0,0,5,88,2,1,چوبي,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,فرجام خ حیدرخانی,4,4,2,"4,900,000,000 تومان",21,مسکونی,سنگ,شخصي,1,0,0,0,4,71,2,1,MDF,ايرانی,سراميک,1,0,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/09,تهرانپارس خ استخر,4,4,1,"6,000,000,000 تومان",10,تخلیه,سنگ,شخصي,0,1,0,0,4,60,1,1,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/10,جشنواره خ زهدی,4,4,1,"8,000,000,000 تومان",7,تخلیه,تراورتن,شخصي,0,1,0,0,3,105,3,1,هایگلاس,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,تهران پارس خ 152,4,6,2,"21,500,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,4,123,2,1,چوبي,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/06,لویزان خ فرشادی,4,4,1,"12,000,000,000 تومان",14,مسکونی,سنگ,شخصي,1,0,0,0,3,106,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,شمس آباد بلواربیژن,4,5,2,"11,500,000,000 تومان",17,مسکونی,سنگ,شخصي,0,1,0,0,5,98,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,تهرانپارس خ توحید,4,5,1,"8,820,000,000 تومان",22,تخلیه,سنگ,شخصي,1,0,0,0,4,98,2,1,فلزي,ايرانی,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,جشنواره خ اشرفی گودرزی,4,4,2,"4,000,000,000 تومان",19,اجاره,سنگ,شخصي,1,0,0,0,4,64,2,1,MDF,ايرانی,سراميک,1,0,1,1,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/02/10,هروی ساقدوش,4,8,2,"29,700,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,0,0,0,1,135,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/07,هروی خ ضابطی,4,4,2,"8,500,000,000 تومان",20,مسکونی,سنگ,شخصي,1,0,0,0,4,82,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,شوفاژ_کولر,شخصي,مسکونی
آپارتمان,1404/01/30,فرجام غربی بالاتر از ك برادران رحمتی,4,5,2,"6,600,000,000 تومان",8,اجاره,سنگ,شخصي,1,0,0,0,5,66,1,1,MDF,ايرانی,سنگ,1,0,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,اجاره
آپارتمان,1404/01/31,تهرانپارس بلوارشاهد خ 184,4,3,1,"3,570,000,000 تومان",11,تخلیه,سنگ,قولنامه اي,0,1,0,0,3,85,1,1,MDF,ايرانی,سراميک,1,0,0,1,کولر_گاز,قولنامه اي,تخلیه
آپارتمان,1404/01/31,تهرانپارس بلوار پروین خ 218,4,4,4,"3,500,000,000 تومان",15,تخلیه,سنگ,شخصي,1,0,0,0,4,51,1,1,MDF,ايرانی,سراميک,1,0,1,1,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/06,جشنواره خ احسان خ 19,4,4,2,"2,500,000,000 تومان",1,مسکونی,سنگ,قولنامه اي,0,1,0,0,همكف,50,1,1,MDF,فرنگی,سراميک,1,0,0,0,کولر_گاز,قولنامه اي,مسکونی
آپارتمان,1404/01/30,فرجام خ احمدیان,4,8,6,"7,500,000,000 تومان",22,اجاره,سيمان,شخصي,0,1,0,0,6,75,2,1,MDF,فرنگی,سراميک,1,1,1,1,کولر_آسانسور_پکیج,شخصي,اجاره
آپارتمان,1404/01/30,جشنواره خ احسان,4,5,1,"3,300,000,000 تومان",8,مسکونی,سنگ,قولنامه اي,0,1,0,0,2,72,2,1,MDF,ايرانی,سراميک,1,0,0,0,شوفاژ_کولر_گاز,قولنامه اي,مسکونی
آپارتمان,1404/01/30,فرجام غربی خ مظاهری,4,4,3,"14,820,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,0,0,0,1,114,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/06,هروی خ وفامنش,4,7,3,"25,000,000,000 تومان",8,تخلیه,سنگ,شخصي,0,1,0,0,1,145,3,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_چیلر_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,تهرانپارس بلوار پروین خ 196 شرقی,4,6,3,"6,000,000,000 تومان",30,تخلیه,سنگ,شخصي,0,1,0,0,3,50,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/10,شمس اباد خ شهیدكرد,4,5,4,"7,500,000,000 تومان",19,تخلیه,سنگ,شخصي,0,1,0,0,1,70,2,1,MDF,ايراني فرنگي,سراميک,1,1,0,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,سراج روبروی بانك تجارت,4,5,4,"6,700,000,000 تومان",8,مسکونی,سنگ,شخصي,1,0,0,0,4,65,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,هنگام ك كاظمی,4,3,1,"2,380,000,000 تومان",22,اجاره,سنگ,شخصي,0,1,0,0,1,50,1,1,MDF,ايرانی,سراميک,1,0,1,0,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/01/31,تهرانپارس خیابان استخر,4,4,4,"7,700,000,000 تومان",15,تخلیه,سنگ,شخصي,1,1,0,0,3,93,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج,شخصي,تخلیه
آپارتمان,1404/02/10,فرجام خ شقایق,4,4,2,"5,800,000,000 تومان",22,اجاره,سنگ,شخصي,0,1,0,0,2,60,1,1,MDF,ايرانی,سراميک,1,1,1,1,کولر_گاز,شخصي,اجاره
آپارتمان,1404/01/30,حكیمیه میدان چمن آراء,4,5,1,"3,000,000,000 تومان",1,تخلیه,سنگ,شخصي,1,0,0,0,4,75,2,1,نا مشخص,ايرانی,سراميک,1,0,0,1,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,حكیمیه خ سازمان آّب,4,4,4,"4,544,000,000 تومان",18,اجاره,سنگ,تعاوني,1,0,0,0,4,64,1,1,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_پاسیو,تعاوني,اجاره
آپارتمان,1404/01/30,تهرانپارس فلكه اول,4,3,1,"22,000,000,000 تومان",30,تخلیه,سنگ,شخصي,1,0,0,0,همكف,125,3,1,MDF,ايراني فرنگي,موکت,1,1,1,1,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/03,شمس آباد بلوار بیژن,4,5,2,"15,200,000,000 تومان",12,مسکونی,سنگ,شخصي,1,0,0,0,5,114,2,1,MDF,ايراني فرنگي,پارکت,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,تهرانپارس خ استخر,4,5,2,"13,200,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,0,0,0,4,110,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/01/31,هروی ساقدوش,4,5,4,"26,250,000,000 تومان",17,مسکونی,سنگ,شخصي,0,1,0,0,1,210,3,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/01/28,شمس اباد خ خانعلی,4,5,2,"10,064,600,000 تومان",4,تخلیه,سنگ,شخصي,1,0,0,0,4,91,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/01,شهیدعراقی ك حق گو,4,4,1,"14,490,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,4,63,1,1,هایگلاس,ايراني فرنگي,سراميک,1,1,0,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,فرجام غربی خ داروخانه,4,5,2,"8,050,000,000 تومان",5,مسکونی,سنگ,شخصي,1,0,0,0,4,70,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/10,تهرانپارس خ محرم پور,4,5,2,"6,500,000,000 تومان",18,مسکونی,سنگ,شخصي,1,0,0,0,1,60,1,1,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/08,فرجام شرقی خ 42,4,5,1,"12,100,000,000 تومان",نوساز,مسکونی,سنگ,شخصي,0,1,0,0,3,110,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/08,فرجام خ حیدرخانی,4,4,1,"4,565,000,000 تومان",16,تخلیه,سنگ,شخصي,1,0,0,0,4,55,1,1,MDF,ايرانی,سراميک,0,0,1,1,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/06,فرجام خ مظاهری,4,4,2,"11,250,000,000 تومان",25,تخلیه,سنگ,شخصي,1,0,0,0,همكف,75,2,1,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/01/31,تهران پارس بلوار پروین خ 182,4,5,2,"4,000,000,000 تومان",20,مسکونی,سنگ,شخصي,1,0,0,0,5,63,1,1,MDF,ايرانی,سراميک,1,1,1,0,,شخصي,مسکونی
آپارتمان,1404/02/09,جشنواره خ زهدی,4,5,1,"2,200,000,000 تومان",نوساز,تخلیه,سنگ,قولنامه اي,1,0,0,0,5,50,1,1,MDF,ايرانی,سراميک,1,0,0,0,شوفاژ_کولر_پکیج_گاز,قولنامه اي,تخلیه
آپارتمان,1404/01/31,هروی خ وفامنش,4,4,1,"8,800,000,000 تومان",7,تخلیه,سنگ,شخصي,0,1,0,0,3,42,1,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/01/30,هنگام نرسیده به 4راه استقلال,4,4,4,"6,000,000,000 تومان",22,مسکونی,سنگ,شخصي,0,1,0,0,3,75,2,1,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/11,فرجام غربی خ عبادی شمالی,4,5,1,"4,480,000,000 تومان",25,تخلیه,سنگ,شخصي,0,1,0,0,زیرهمكف,64,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/06,هروی خ وفامنش,4,7,4,"17,500,000,000 تومان",18,تخلیه,سنگ,شخصي,1,0,0,0,7,122,2,1,MDF,ايراني فرنگي,نا مشخص,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/01/30,بنی هاشم خ رحیمی,4,4,1,"9,150,000,000 تومان",6,مسکونی,سنگ,شخصي,1,0,0,0,4,61,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,هروی حسین آباد خ وفا منش,4,4,1,"35,000,000,000 تومان",11,تخلیه,سنگ,شخصي,1,0,0,0,2,55,1,1,MDF,ايرانی,سراميک,1,0,1,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/06,جشنواره خ امین,4,4,1,"6,000,000,000 تومان",11,مسکونی,سنگ,شخصي,0,1,0,0,1,80,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_حیاط_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,نیروی دریائی نرسیده به خ اشرفی,4,4,2,"9,000,000,000 تومان",23,مسکونی,سنگ,شخصي,0,1,0,0,4,82,2,1,MDF,ايرانی,سراميک,1,1,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,جشنواره خ اسفندانی,4,4,3,"4,580,000,000 تومان",17,تخلیه,سنگ,شخصي,0,1,0,0,3,67,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,تهرانپارس ك 118 غربی,4,6,2,"19,000,000,000 تومان",1,تخلیه,سنگ,شخصي,1,0,0,0,6,129,3,0,MDF,ايراني فرنگي,پارکت سنگ,1,1,1,1,آسانسور_پکیج,شخصي,تخلیه
آپارتمان,1404/02/09,تهرانپارس بین فلكه اول و تیر انداز خ 154,4,4,2,"7,200,000,000 تومان",15,مسکونی,سنگ,شخصي,0,1,0,0,4,82,2,1,MDF,ايرانی,سراميک,1,0,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,اتوبان بابایی شهرك بهشتی,4,18,10,"12,000,000,000 تومان",3,مسکونی,سنگ,تعاوني,0,1,0,0,16,100,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,آسانسور_چیلر_گاز,تعاوني,مسکونی
آپارتمان,1404/02/09,هروی نرسیده به خ افتخاریان,4,5,4,"16,650,000,000 تومان",1,تخلیه,سنگ,شخصي,0,1,0,0,5,90,2,1,MDF,ايراني فرنگي,سنگ,0,1,1,1,کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,فرجام خ احدزاده,4,4,2,"9,500,000,000 تومان",23,مسکونی,سنگ,شخصي,1,0,0,0,2,85,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,نیروی دریائی نرسیده به ك صادقی,4,6,2,"11,400,000,000 تومان",2,مسکونی,سنگ,شخصي,0,1,0,0,1,95,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,بنی هاشم نرسیده به خ رحیمی كلور,4,5,4,"18,500,000,000 تومان",11,اجاره,سنگ,شخصي,0,1,0,0,4,102,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,اجاره
آپارتمان,1404/02/07,نیروی دریائی خ الزهرا,4,5,4,"7,000,000,000 تومان",30,مسکونی,سنگ,شخصي,1,0,0,0,همكف,103,3,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/01/31,شمس آباد خ ریحانی,4,5,3,"6,200,000,000 تومان",17,تخلیه,سنگ,شخصي,1,1,0,0,2,50,1,1,MDF,فرنگی,سنگ,1,0,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/01/30,تهرانپارس بلوار پروین خ 186شرقی,4,6,2,"4,700,000,000 تومان",15,تخلیه,گرانيت,شخصي,1,0,0,0,1,63,1,1,MDF,ايرانی,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/01/30,تهرانپارس میدان پروین خ 137شرقی,4,4,3,"3,550,000,000 تومان",12,مسکونی,سنگ,شخصي,0,1,0,0,3,50,1,1,MDF,ايرانی,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,بنی هاشم خ مرادی,4,4,2,"7,800,000,000 تومان",12,تخلیه,سنگ,شخصي,1,0,0,0,3,47,1,1,MDF,ايرانی,سراميک,1,0,1,0,شوفاژ_کولر,شخصي,تخلیه
آپارتمان,1404/02/07,بنی هاشم جنوبی خ حاجی پور,4,4,1,"6,500,000,000 تومان",28,تخلیه,سنگ,شخصي,0,1,0,0,3,85,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/01/28,هروی حسین آباد خ مژده,4,11,9,"22,200,000,000 تومان",2,تخلیه,سنگ,شخصي,1,0,0,0,7,120,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,تهرانپارس بلوار پروین بین بلوار پروین و 131,4,4,3,"4,500,000,000 تومان",22,تخلیه,سنگ,شخصي,0,1,0,0,4,58,1,1,هایگلاس,فرنگی,سراميک,1,0,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,تهرانپارس بلوار پروین خ 222,4,4,4,"4,250,000,000 تومان",22,تخلیه,سنگ,شخصي,1,0,0,0,2,55,1,1,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/11,تهرانپارس خ عادل,4,5,2,"9,000,000,000 تومان",11,اجاره,سنگ,شخصي,1,0,0,0,1,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,کولر_آسانسور_پکیج,شخصي,اجاره
آپارتمان,1404/02/03,فرجام خیابان اردیبهشت,4,5,1,"24,300,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,مختلف,180,4,2,هایگلاس,ايراني فرنگي,سنگ,1,1,1,1,آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,هروی خ حسین آباد,4,5,2,"10,800,000,000 تومان",نوساز,اجاره,سنگ,شخصي,0,1,0,0,4,60,1,1,MDF,ايراني فرنگي,سنگ,1,1,0,1,کولر_آسانسور_پکیج,شخصي,اجاره
آپارتمان,1404/02/07,لویزان خ فرشادی,4,4,1,"12,350,000,000 تومان",13,تخلیه,سنگ,شخصي,1,0,0,0,2,108,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور,شخصي,تخلیه
